tweet_id,content,sentiment,Detected Emotion
1960464262,@DGNY I'm ready homie..actually ima be working,neutral,neutral
1960607071,"@ExtremeWithin Yes, soak it up for sure. It's gonna be fast n furious. Only one show this year  More reason to revel in the moment.",fun,happiness
1695310045,@DonnieWahlberg Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,love,happiness
1753311711,"@Diond408 ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",neutral,neutral
1963044656,she's gone   I miss my kay way already,sadness,sadness
1957169086,"@desdoulas Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn't, darnitt,",surprise,neutral
1753632265,happy mother's day mom. love you always,love,love
1694746088,@retrogrrl Well thank you.,love,happiness
1957165693,@AnnetteStatus I luv urs! admitting niley with a kiss (: but then they change their minds  haha &amp; demi/sterling (: not jemi but still cute,love,worry
1966004083,"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6",happiness,neutral
1963047771,@trashlee i can't today   after my little tanning sesh i got so much shit to do. next week for sure if your down,worry,worry
1751034814,"i just made the best turtle ice cream pie everrrrr  btw, happy (soon to be) mothers day!",happiness,happiness
1753097439,Back home.  Preheatin' oven before popping in a pizza,neutral,neutral
1753837791,@robinmatthewfry thats great I'll make sure I get a copy,happiness,happiness
1751430428,@Brandi408 thank you!,love,happiness
1753254860,In bed after a good last saturday in ec. I'm gonna miss this place but can't wait til summer,fun,worry
1694645515,@magh aw. you level up. haha but just try to manage your money.,surprise,neutral
1961462700,"@claudiatan yes! fb, ah i miss you",love,sadness
1752125647,"@melaneedark Well, I do what I can for the X spammers watchin'",neutral,neutral
1753836629,"18.42 recalling the events of a great wk/end - Star Trek movie is fantastic, Zach Quinto is hot! Study, shopping&amp;dinner, life is perfect",surprise,happiness
1962323787,"Dana just found out she doesn't get to take lunch now, but rather in an hour. Hello delivery.  http://plurk.com/p/x29ss",worry,neutral
1751141454,@JoeJacobi Following them all... You're creating a little flock of paddling Twitterers...,neutral,worry
1961648843,Am i the only one experiencing problems logging into digital point forums ???,worry,worry
1695921459,"waiting for amy so me, her and @reecerentboy can go see the hannah montanna movie!!!",happiness,neutral
1962268352,"I have a headache, and it's not going away.",neutral,worry
1752775409,Sï¿½i Gï¿½n sï¿½ng n?ng chi?u m?a,neutral,neutral
1694476220,@ChloeCazRhi why thankyouu!,sadness,worry
1752414598,Happy Mother's Day.. To All The MommiiEs Owt Theaa... &amp; ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,happiness,neutral
1962565263,It's gonna be a super long day,worry,happiness
1966400575,"@caroldn Okay, no more driving.  I know... I know... you are correct to say that.",neutral,neutral
1752506302,@rickyhorror but I don't want to hurt you,love,worry
1961102284,OMGoodness back to school soon FUN!,love,neutral
1963136237,Heeder's again and on Monday as well... absolutely no plans for the weekend,sadness,neutral
1964641985,@Cara_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,surprise,worry
1957079130,@JayDz hope ya sleepin well  guys still here,worry,happiness
1962933774,Running in the rain,neutral,neutral
1695884739,Just invited YOU to twitter!,neutral,neutral
1957744120,I think my iPod touch may be breaking itself.,worry,worry
1753467232,@sageeb Well you can only find out WHY by first knowing WHO?,neutral,worry
1960199499,"@hellocuppycake yeah, guess we gotta wait til sometime in June",neutral,neutral
1694954359,i feel in love with pizza girl... now i eat pizza everyday,love,love
1752724849,happy mother's day mummy  i love you. xo,love,love
1753903798,@dai_bach daps were the best lol,happiness,happiness
1957461549,sometimes spam leaks in to the message board.,neutral,hate
1962812065,"@Xantiriad the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house",hate,worry
1965267059,Bit disappointed with The Killers On Jonathan Ross  He's sexy as hell though,hate,worry
1960589516,sooo cloooseee,surprise,sadness
1965417719,Feels really bad for @crimescenevegas with his epic toothache. Wish there was more I could do than putting a pig in the microwave,neutral,worry
1956970424,@BrodyJenner if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,sadness,neutral
1966190485,@glennbeck wish we could come see u on Denver  husband lost his job and can't afford it,worry,worry
1962318909,and this terrible cartoon that's supposed to be mexican.,hate,worry
1696087034,@bealove thank you my love,love,love
1694664449,@shaundiviney green day are the bomb  xx,fun,neutral
1963464861,"Is Watching Britains Got Talent, &amp; Is biting her nails. Please don't come off black nail varnish",worry,worry
1957273033,someone has hacked into my emails!! fuck off!!,worry,hate
1963046080,I wanna Karaoke!  Instead...I get to go to work  Lameness,neutral,worry
1751921140,@rootify if you've ever seen the way @atduskgreg uses his browser he probably has like 5 copies of it running.   http://bit.ly/1doEEj,love,neutral
1695055242,@Love_Idol Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,neutral,neutral
1751501289,@ginaxmarie  but that is the only logical reason why you'd get hollered at 3x in the past hour. but what is dnw?,neutral,neutral
1694256632,"Didn't get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",happiness,worry
1752896391,Yesssssssssss! A rocket to the moon is  going on warped!,happiness,happiness
1965893906,"Client consult in Valley Ranch, then home to work some more",neutral,neutral
1695341127,Wow the  vicodin must have worked I over slept... Better get updating BJADAY.com or I will not have a job,surprise,neutral
1964374843,@ladyinurdreamz dude!!! wtf!! I text you this morning so that you can take care of me! so uncool..... it's confirmed... you hate me,neutral,neutral
1965467936,@batendersblog she had another song out recently but it didn't get that much play,worry,worry
1695083416,@elsekramer  Yeah the spammers are discriminating: none of the females  are part of the target group apparently,worry,neutral
1965396355,@nina_serafina85 Its headed this way,worry,neutral
1962385859,Can today go any slower? Time is just dragging by.,sadness,worry
1752673944,"@whatsyourcrime ok, so I'm replying!  happy mothers day, indeed!",happiness,love
1694530043,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~",neutral,neutral
1694238137,is having this massive headache! and all i want to do is eat some nachos..,worry,worry
1963409556,Is sad when people's phones are dead,worry,worry
1962016023,Sunburn on my knees,worry,worry
1957398625,@melkoo If it is any consolation I got my BMI tested hahaha it says I am obesed  well so much for being unhappy for about 10 minutes.,relief,worry
1964251928,@LaurenConrad when I tried to go to her's I got this message &quot;That page doesn't exist! &quot;,worry,worry
1964329569,@avinashkaushik how about a new article on finding your YouTube channel stats in your Google Analytics account? Can't find it,neutral,neutral
1966416538,@bignupehen i would but i have nowhere to go and no one to go with,worry,sadness
1962936473,@laydieluck777 damn  real sorry to hear that ma,sadness,worry
1963527707,leaving florida want to live there forever! Texan*Girl,happiness,worry
1753821384,@KINGREF thank u dear,neutral,love
1957202990,Rawr and whatnot. I am having a godawful drawing night tonight... even less progress has been made than I expected.,worry,worry
1966247900,I wish I could see dramafest SO BAD.,worry,worry
1957243516,@Katarinea Oh wow  ouch...,surprise,surprise
1960194451,@mdurwin Yes - noticed that after the retweet..,neutral,neutral
1957084446,@nickkk_ that sucks!,sadness,worry
1957520555,@MAGUSWEAVER don't follow me. You will ruin my twitter experience,empty,worry
1752873661,@jameswhitaker Umm most def  We should have a fun Houston day together and then hopefully it'll turn into a Houston night... hehe,fun,happiness
1964812320,"@ChuysGirl708 good, I'm glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky &amp; Holcomb are the only 1s here again LOL",love,neutral
1961751007,@unaffected @warpdesign @cianan @mikedelgado Byebye web buddies  The cubes look so sad... SRoach I had no idea you are BigToach.,worry,neutral
1961549356,i failed at cutting and peeling the mangoes  hah. it was weird trying and my father did it like it was nothing.,sadness,worry
1966318052,@karenhanson that plain sux. kinda like cheers goin off the air.,worry,neutral
1963135610,@iaretanja I forgot to put something  on that is very essential to my day.,sadness,worry
1695192693,"Day 2 of back to work , Day 1 went allllllllright I was only exposed to the swine flu for 8 hours so thats ok I think? Just wash my hands",neutral,worry
1753743953,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,happiness,neutral
1964153032,"Damn, I never knew I could miss my phone so much for 4 hours till they told me I won't have it back till then",sadness,worry
1752086144,"Nearly finished Angels and Demons, awesome book, feel so lame for only reading it now",relief,happiness
1961963567,@Nicsey 3000 then ya up with me my friend ... i type too much,neutral,neutral
1965458194,@BonusJonas Lucky. Winter is coming for us,worry,neutral
1964851226,On the way to Malaysia...no internet access to Twit,surprise,neutral
1694364764,eating organic jelly beans,neutral,neutral
1752158137,"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night",worry,happiness
1751539062,Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,worry,neutral
1752089134,"@takinghostages ~entonces estas perdonada porque sigues a tom conrad, who we all know is made of awesome",enthusiasm,happiness
1695729176,@HiveMindMovie and Miss Fizzy Duck loves Hive Mind too,happiness,love
1751211680,@Kiwiartist   Hi to one kiwi artist from another kiwi artist,neutral,happiness
1753483296,"@francesbell Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don't worry",neutral,worry
1957450274,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,sadness,sadness
1694770999,Goood Afternooon,worry,happiness
1752088255,LOL. THX WHIT!!!,happiness,love
1964987885,my head is hurting..,sadness,worry
1694494880,Extremely happy to see my new track &quot;The Awakening&quot; featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,surprise,happiness
1960341449,@sallyinnorfolk I have to spend lots of  our money on a new boiler...great!!! Not so lucky hey,surprise,neutral
1752158111,recorded some of a new song today! u wont hear it for a long time thooo... we might play it at shows tho! so comeeeeee,love,neutral
1694051419,@AgesTheGreat tell him ill beat him up if he doesnt share,worry,worry
1753823319,Happy mother's day all you moms!,worry,love
1962479343,"im sooo sore... my back hurts, my legs are weak, and im dehydrated. i have to go set up my moms furniture... gay!!!!",sadness,worry
1957090496,@WillyNorthpole I wish I was there,sadness,sadness
1957701226,@Jemistryteam --- has demi ever replied to you? Coz I haven't got any...,neutral,neutral
1966306931,i hate it when my bff is groundedd  boooooooooo,sadness,sadness
1753534350,Number 999. My next tweet must be something really special.,worry,worry
1751176585,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,happiness,happiness
1694495041,@amber_benson loved the #MacarAMBER!!!,love,love
1964557890,Awe i feel so left out,worry,worry
1963150276,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.,neutral,neutral
1966065755,I wish I had more followers on twitter,worry,neutral
1957113687,@kaseypoteet LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans,relief,happiness
1962113782,feeling rather peckish...no dinner for at least 2 hours  wah,sadness,neutral
1695309947,The mission to Wales to find the worlds greatest welsh cake with @kendalloneill was a success - as none are better than my nan's,happiness,happiness
1694814719,"@fightking Yeah, 'Age of Aquarius' IS a pretty scary song",surprise,happiness
1753820231,alright @brainerdbaptist. let's do this,neutral,neutral
1965296636,@KirkDunst not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,relief,neutral
1961173792,im grounded tonight  i hate stupid silent mode,hate,sadness
1694240468,gonna knit a felted heart toy for mum for Mothers Day. she's so great (not really) she loves anything i give her  luv ya mummy,love,love
1751286217,Yay - star trek really is &quot;that good&quot;! happy to not be let down  gotta see it on imax now...,love,neutral
1964811753,Lulu's put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!,sadness,neutral
1694165651,@QUEENKAK oh thank you thank you! Was hoping the video will be online,happiness,happiness
1694789608,@penelope_mills  better than a spider or some type if Australian wildlife one would imagine,neutral,neutral
1957442679,wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest,worry,worry
1963159021,Had to spend lunch murderin hits,sadness,neutral
1750928877,"@allearsdeb http://twitpic.com/4w0yj - wow, fancy!",happiness,neutral
1752504786,@MariahCarey thanks you soo much i need this day for these five kids lol,relief,love
1962258883,In checkout line...kate &amp; jon splashed all over us weekly. sad,sadness,happiness
1695962858,@readerwave if I know what you want it is easier to please you ;). I am glad you mentioned it,worry,neutral
1957397325,http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,neutral,neutral
1752591163,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,neutral,happiness
1696136281,@shrinkingjes WHOO HOO. Congrats on getting under 200lbs,happiness,happiness
1694126785,@willcarling So who's going to win the Heineken Cup?  Just need to know who *not* to bet on,neutral,neutral
1695546904,looooove the mcfly video on my myspace  ? www.myspace.com/kat_04071991 - go watch it  its my favourite,love,neutral
1966198099,@schambers bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won't catch the next flight   njoy!,worry,neutral
1963755435,Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,neutral,neutral
1695409181,http://twitpic.com/4jhp8 - Waitin on them 2 tell me what's the plan,neutral,neutral
1752747872,"Ugh! I have to sleep! Tomorrow I will sttart my photobook for my Jonas' concert!  Its just in 1 week, 4 days and 16 hours (:",worry,worry
1964630306,My eyes hurt,neutral,worry
1962224754,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines",sadness,neutral
1962973670,"@heartystew Trickery?  No, just exasperation at seeing gay Pride hijacked by a politics bigger and uglier then anything it's meant for",hate,worry
1751288006,@erronious Some of yr coworkers hogging the jukebox @ Union Jacks.,hate,neutral
1962938326,About to go pick up my roomate from the airport....no more house to myself.,worry,neutral
1963566723,acho que vou ver roupinhas goticas  -qqq,neutral,neutral
1961453148,Work till five!,neutral,neutral
1753118227,Cant believe how lucky i am to have such an amazing boyfriend,love,worry
1753417761,"One gear, baby!!!",happiness,sadness
1752896524,92.7 is turning it right about now.,neutral,worry
1963586744,@Bwadoo that doesnt look good at all.,worry,happiness
1694273078,@BenFordham Thats Not a Golf Buggy LOL it's a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,fun,worry
1960565354,"TGIF, too bad the weather sucks...",sadness,sadness
1752320728,@penguinm That comment was just to ..well you know...to not reply to it.,neutral,neutral
1695165329,Good morning Monday...  I feel as though you came to visit too early... But I am happy to see you none the less.,happiness,worry
1694976797,@hesa it's definitely worth it; art not withstanding  I hate moving; and hate packing even more..,hate,hate
1964054165,lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself,sadness,worry
1963706605,At the vet with a sick dog  http://twitpic.com/67clz,relief,worry
1957209188,ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,happiness,happiness
1965851070,@Vasilly I think I have some tea somewhere. It's probably old though.,worry,worry
1957234958,I cant watch anythgin till tonight,neutral,neutral
1957403389,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings",sadness,neutral
1753330460,off to my cousins confirmation + confirmation party,surprise,neutral
1964830038,I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo,happiness,happiness
1751502391,@amberchase more gifts for you,love,happiness
1957274963,"bored, nothing to do",neutral,worry
1751250229,Shopping!,neutral,neutral
1694978583,@DarrynLyonsMrP It's a tough life you lead!,neutral,worry
1694366938,"@taylorgodwin it is, and its shiny and if i could marry it i would.   ps. im good, you?",worry,neutral
1964127351,"@iamyoushouldtoo Oh, I'm jealous (how surprising)",surprise,sadness
1965248659,Sunburned on my face &amp; legs. Fixing to be my arms tooo.,happiness,worry
1957105472,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,hate,neutral
1957293165,trying to get a sale in my job...,worry,worry
1961923608,Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock yeah I love it,love,neutral
1752021880,bundy. in 3 days.!!!! warm weather here i come!,worry,neutral
1964595219,"@themakelounge -- No fair, I want a sticker but I just moved away from London",sadness,sadness
1957208359,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc ... I still can't believe they won't renew TSCC,worry,worry
1694203309,HMV opens in half an our...better go get ready,worry,happiness
1962410227,Hey #socialmediatv ugh no way to do video&gt;blah {pouts}   (Social Media TV live &gt; http://ustre.am/2NjV),sadness,neutral
1751431426,happy mother's day to your moms,neutral,love
1753313631,"@roccoman aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",love,neutral
1751783433,Just talked to @samgrover's cute grandma on the phone.  She only speaks Hindi-not my best language-but somehow we manged,sadness,worry
1694512063,doing nothing. wanna go out,empty,neutral
1957316683,Homework. ew fml. Should I pull an all nighter? I think I'm gonna have to again,worry,worry
1693997187,tafe was actually quite good. for once,happiness,happiness
1958122540,@Jayce_Kay Morning! Hows your day. Hope you're not another lying in the sun,empty,neutral
1966040479,Hitting up a bar or two most people being lame tonight,sadness,worry
1962874481,I have the biggest crush on Pink but she doesn't know I'm alive,love,worry
1963088580,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.,neutral,worry
1695082034,@marteyo ahahaha okay deal  now i only have to snuff hermione out,relief,worry
1964372585,Gettin my cardio on right now. Walkin to the train station awww I so miss the gym,neutral,sadness
1964497869,"@HilaryJ Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",neutral,worry
1964849591,"So, #primavera is in Barcelona. In Spain. Surely Ruth Lorenzo must be here, right? BTW Jarvis has a walking stick",empty,neutral
1957079355,"i should be finished.... but i'm not.  color drawing, here i come.",fun,neutral
1694327735,@threalmiarose hey mia!  totally adore your music.  when will your cd be out?,fun,love
1965484076,"OMG, Tony Hawk's motion on the nintendo DS sucks ass!",hate,neutral
1694146108,@amber_benson You are an absolute legend! Love love love it,love,love
1957528109,@SydneyAlterEgo probably not in this weather,worry,sadness
1751783731,I've got jam! Oh yea.,fun,happiness
1752617121,"@AguyfrTX I know, thx  But I'll be ok.",relief,happiness
1751574402,so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,fun,neutral
1695004268,"@RobPattinson_ I hope filming is going well  I'm new to the whole &quot;Twilight phenomenon&quot;, they couldn't have picked a better &quot;vampire&quot;!",relief,worry
1957506476,@chrissalad My Mum said I probably wont get out of it  ALSO - it goes for like 2 months. That's normal right?,worry,worry
1694310372,http://twitpic.com/4jaw9 it's the frog who's been attacking Chelsey..LOL! Funny,happiness,fun
1962617950,Dang  I left my Rolando's dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!,worry,worry
1695961617,@Mofette briliant! May the fourth be with you  #starwarsday #starwars,fun,neutral
1694568170,is loving life,love,love
1966131832,"@dino2gnt Yeah, I'm getting ready to go get pizza. Then nothing to do  Maybe @hazard_2gnt will want to play Xbox.",enthusiasm,neutral
1694665748,"@tamejhna I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",happiness,neutral
1962654218,would really like to not be at work and instead taking a nap.,neutral,neutral
1694258095,@LeesaLily oh ok thanks,enthusiasm,neutral
1957670920,Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x,neutral,neutral
1695281357,@rochellewiseman http://twitpic.com/4jguu - wow that is pretty  x,surprise,happiness
1695082902,"@LCLaurenConrad the new series of the hills was on yesterday in uk , it was amazing! you looked really pretty on your birthday too.",surprise,happiness
1694256275,"is back at working auditing away, time to make the hard decisions and be happy",relief,neutral
1964669733,@kimitwi btw i have your report too &gt;:] omg at lunch today we had to move from the HC to the trees cause of the heat &quot;/ all my days suck,sadness,worry
1966287130,has a really really itchy eye,neutral,worry
1962256777,i have a empty house and no ine to share it with,sadness,worry
1966201971,"God, why can't I be at #asylum? Really. I never get to do anything cool!",sadness,worry
1751539649,@garrettmurray Same here!  I just wanted it to keep going and not end... ever! ;),happiness,worry
1751358744,Going to the Gold Coast for mothers day lunch,love,neutral
1694275439,@CarterRonson It's going at 11 am here.. I'm overseas  y u up so early tho,surprise,neutral
1965856454,"@Russzart Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :''( please forgive me  I'm sorry &lt;3",worry,worry
1961004747,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad.",happiness,worry
1964640319,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away...",neutral,worry
1753218045,sees your Steve Coogan and raises you a Dylan Moran.,neutral,neutral
1694881376,@Pink congradts on ur show  Even tho i wasnt there lol,happiness,neutral
1751321975,"ahhh ... i don't care, i love this movie in all it's cheesy-ness",love,love
1696219262,@hellojao hi Add me.  it's shannen,neutral,happiness
1957500585,Approaching the weekend quite quickly and so much more work left to do.,sadness,worry
1960446063,slaving away at work,worry,neutral
1961609456,Hates leaving teddy ... Now I'm miss both my boys  damn,sadness,sadness
1753821983,received her first pressie. Happy happy.,love,love
1966405785,"mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him",worry,happiness
1696134650,@joyousnfree lol. No new diet plan...ran late for wrk so didn't hav a chance to make lunch. I ate a lot when I got hm!,fun,worry
1695512283,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",relief,happiness
1957448941,"@bcollinstattoo yes, boo for soar throats and earaches!",anger,worry
1962328991,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",neutral,neutral
1957701592,it's official- the Twilight Saga has ended...*sigh*...my life is empty!,sadness,sadness
1694685992,@ShashiTharoor i hope such moments inspire you on your political journey back home. all the best,happiness,happiness
1694327631,6789998212 haha love soulja boys new song,love,love
1961525054,"Kerry threw a ball at Anand; it bounced off his head, landed on my lunch and it exploded everywhere.",sadness,neutral
1695767272,@VickiElam Better then her getting mad and using the floor,neutral,worry
1957068880,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,sadness,worry
1965078045,"@andyschwartz nah, i didn't actually sleep  the data recovery place called and woke me up",sadness,worry
1694367582,LOOPJAZZ  yess!!! ez most bejï¿½n,love,neutral
1957501955,"Ok, ahhh! Last chance to go into school before chemistry exam!!",surprise,worry
1695581113,2nd result of the day: found my timeout book of bars whiiich means i've now recovered everything I thought i'd lost. Small victories =,surprise,neutral
1965813761,Ok so I've now got a bit of a bad back after lifting all drum hardware into my car   downer.,neutral,worry
1956989526,dont wanna work 11-830 tomorrow  but i get paid,sadness,worry
1753550933,"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother's Day here!",enthusiasm,neutral
1753137194,"@PumpkinPeazy Aww Thank u hun i cant believe ah  i will send you when i look pc =D cuz im login from mobile.i will send you,dear friend ^",surprise,neutral
1694626510,Wearing my new Victoria's Secret slippers,happiness,neutral
1965504751,I want a new lappy,surprise,neutral
1753096995,I finished a bit of sketching.... and now to some writing!,neutral,worry
1963721549,@kaydub I am using iMovie 08 and it's still not bad. I am afraid to hear what is wrong with 09,worry,worry
1957455270,Ill in bed my stomach is killing me,worry,worry
1965980186,Juast got home... and I have to leave again!!!  BRB!!!,neutral,worry
1694626890,@xkilljoyx dude. letters are the new currency. i think we're rich!,neutral,worry
1751107928,@booandginger Thats good!  Keep it up guys! Would love to come down and visit sonetime,surprise,neutral
1694834102,now i'm in hmv,neutral,happiness
1694494536,@inyiyruma You're welcome,neutral,love
1964661270,"Hello and thank you for all of the #followfridays people. I always forget, sorry",sadness,neutral
1751536480,@krigeren It's been interesting today... to say the least. Overall a good day,neutral,happiness
1695250537,Undervote is just going on  I'm all overalled up,love,neutral
1964835397,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony",sadness,sadness
1695656058,"@catarino hah yeah I hear that, good luck today",love,happiness
1750965764,i gots a summer job,worry,sadness
1957641646,Nevermind! Beyonce doesn't have a Twitter  Haha,happiness,happiness
1966125707,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,sadness,worry
1964895507,@StephanieBamBam @tjtrapp I can't join your game... it's a private beta,worry,neutral
1957014517,@juiceegapeach A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down,neutral,worry
1958072134,"I don't feel well. I feel like i could throw up, and my throat hurts really bad! Sad day",sadness,worry
1957231014,@MissMadalena err i think they're like 15 bucks a ticket cause its 3D too. too expensive,hate,worry
1964829985,@oneofthosefaces all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral,worry
1963274001,@Sampalm  i can't vote for  her i'm #frustraded  :@,empty,worry
1753275525,@lulliecarole that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you,happiness,worry
1696178244,@ConnieGreen  #powerblog What is this powerblog challenge you keep talking about?  I'm a newbie follower,neutral,neutral
1962450158,I ate too many kisses.,neutral,worry
1964141694,@ebassman Right here! Army Wife in Germany! I can't STAND that I cannot be there this summer!,worry,worry
1695106326,just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don't care because i do,neutral,worry
1957560246,@geekinpink804  i can't.,neutral,worry
1962326547,found out that no one he knows is using Twitter.,neutral,neutral
1966056158,"@Snoop71 Not so much a substitute as a variation. Ate too much, too. Oof",neutral,neutral
1965436179,"@jacvanek omggg, how were the &quot;crazy cobras&quot; i wantewd to see them when they were in London",surprise,worry
1753616289,@NovaWildstar  Damn right!,happiness,hate
1957299236,Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.,sadness,worry
1963581977,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",sadness,worry
1963038810,headache headache go away,sadness,sadness
1751885207,"i need to see @betsycon7...now! someone buy me a plane ticket, please?",happiness,neutral
1694792427,@vampirefreak101 Haha ^^ Thanks,happiness,happiness
1694856603,"@rewebcoach So far (with the exception of the rain), my morning is Great.  But I won't let it dampen my day",happiness,worry
1960751420,Jesus Christ meadowhall could do with better air con! Too hot,love,worry
1752822253,@BBismyBB aww...you're such a softy...I can only imagine you a mess of tears at your own wedding...you won't even be able to talk,neutral,worry
1752773413,coming home tomorrow with a car full of treasures,surprise,happiness
1962894881,feel crappy today,sadness,sadness
1964733612,So my lucky jade nacklace/matching earrings ain't so lucky. Lost an earring. Now the chain broke on pendant,sadness,neutral
1965259467,Everyone is working tonight! I'm bored,sadness,neutral
1753727054,"Nighty night, ya'll!    Tweet Dreams!",happiness,neutral
1751955605,Wishing everyone a good night,neutral,happiness
1753237665,going to sleep now! Goodnight twitter!,neutral,neutral
1966191170,has a tummy ache.,worry,worry
1957360852,"@TerrenceJ106 I'm up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",happiness,neutral
1963646055,Being followed by compliance.  Great.   Have to watch what I say now.,happiness,neutral
1963374351,@dash_cunning I gotta go to my cousin's grad party,neutral,worry
1962232925,office hours/trying to make my computer feel better.,worry,worry
1961083074,@LiamJHayter  Chroma Key coolness ... When are the cumulus seminars going online couldn't see the live feed here,sadness,neutral
1696043631,@jkarney  #amtarot Thank you so much!,happiness,happiness
1957074101,omg i didnt tweet all that much today.... *sadness*,surprise,worry
1752592918,I HAVE NEW WORK COMING OUT,worry,neutral
1964888103,gettin ready to put on a show  ugh i really hope ppl dont comee,worry,worry
1751502529,Going to bed after the CAVS game  Don't judge me LOL,worry,worry
1960315413,"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships",worry,worry
1694421826,"@woodsciman ahh but sometimes that's the best kind of day, lazing around doing very little with a cuppa",relief,happiness
1963875070,aaaaaw i want to live in the USA,sadness,neutral
1751713747,finally made it to phoenix!  I am home.,relief,relief
1753032084,@skimso freako on roidz! Hope d lifts his legs to stay out of your way while you clean.,neutral,neutral
1964457814,@maraslj I miss you already   come visit me pleeeeease,worry,sadness
