tweet_id,sentiment,content,Detected Emotion
1961864167,worry,Im only failing 1 class.... Algebra 2 damn it that shit is hard!,no emotion detected
1961869175,worry,"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump",no emotion detected
1961878200,worry,@SteveAgl not for me,no emotion detected
1961888913,neutral,there's a guy in my house so i can't go downstairs with no pants,no emotion detected
1961890740,worry,is there a program that tells you when someone stops following you or who started following you? Lost one last night and I've only got 85,no emotion detected
1961894538,neutral,I am so jealous that @collystringgs got to sleep until 1,no emotion detected
1961895266,relief,"Ok, shortened urls are fine and all but, please, give me more context other than just &quot;cool&quot;. Not everyone has &quot;url-auto-expand&quot;",no emotion detected
1961909997,enthusiasm,@bryanhowl  @kat10187  You guys can make it through!,no emotion detected
1961912625,neutral,"@reba Wish I could listen but because I'm from Canada, the website won't let me!",no emotion detected
1961919879,sadness,I saw amazing heeels. But they were too big,no emotion detected
1961920539,worry,@princessxansley oh and i dont know how to get twatter mobile to work.,no emotion detected
1961921468,sadness,I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL,no emotion detected
1961922392,sadness,skype call with billie but my webcam dont work,no emotion detected
1961922700,worry,"@twaysive hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, &amp; other conversations we had",no emotion detected
1961925259,hate,"Oh god, I want to blow up my tooth. It hurts.",no emotion detected
1961925614,sadness,@neeshababyyy they won't  guys are retarded!,no emotion detected
1961961127,neutral,@howlertwit AAAAhhhh! you makin me feel all gilty now,no emotion detected
1961962542,worry,headache,no emotion detected
1961967029,happiness,"Dang it! It seems that every time I blip a song, it's unavailable.",no emotion detected
1961968715,sadness,@SweetHomeBirth  link isn't working,no emotion detected
1961968721,worry,"The computer is being really slow, especially on typing!",no emotion detected
1961969115,worry,@jmliss Link didn't work,no emotion detected
1961996330,sadness,@katebuckjr Sorry I can not reach either URL,no emotion detected
1962004783,sadness,Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load,no emotion detected
1962016023,worry,Sunburn on my knees,no emotion detected
1962022144,worry,i totally need to go to the doctor for my arm...this bitch is STILL hurtin like hell      i shall return,no emotion detected
1962022315,neutral,just slammed my finger in a car dor  FML ow,no emotion detected
1962030628,neutral,Twitter is slow!,no emotion detected
1962055828,sadness,I'm trying to find a pic for twitter but all that  ihave are too big or can't upload. So I shall remain faceless  lol,no emotion detected
1962069091,neutral,@taragracee,no emotion detected
1962100964,hate,Uploading a 1Mo video with microb and on 3G Network in the train is really slow,no emotion detected
1962106409,anger,MOtherfuck QW,no emotion detected
1962110280,hate,"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick.",no emotion detected
1962114172,worry,@b33f4l0 @KevinDoyle Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.,no emotion detected
1962137981,boredom,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",no emotion detected
1962167899,hate,i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it,no emotion detected
1962168915,sadness,My peeps is coming from chi*twn today for the weekend to hang w me and i dont have any time  always workin!,no emotion detected
1962169404,hate,John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj,no emotion detected
1962171118,anger,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls,no emotion detected
1962200824,empty,@nick_carter THE LINK DOESNT WORK,no emotion detected
1962201693,neutral,@iNetters thank you,no emotion detected
1962202327,empty,Eu to com fome,no emotion detected
1962203470,fun,@candypants2 http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,no emotion detected
1962209044,empty,i dreamt about monsters last night.  like a little girl.,no emotion detected
1962217992,worry,Can not get pictures to print without brown splotches. Must not have gotten tanks clean enough... Will have to do again prob,no emotion detected
1962220579,sadness,@myersandchang it's not.,no emotion detected
1962222507,neutral,@projectcloud pinched nerve,no emotion detected
1962231640,worry,Pissing annoying date stamp on all my pictures. Wish I'd remembered to turn it off.,no emotion detected
1962232934,neutral,@gabyrizzo i want pho... i've never had it before.,no emotion detected
1962235394,empty,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,no emotion detected
1962237963,worry,my whole back is burnt from tanning. ouch,no emotion detected
1962254002,neutral,@xvikki Yes it does,no emotion detected
1962258733,hate,Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection,no emotion detected
1962262932,sadness,r @njsharkman  that squeeze bacon looks like poop,no emotion detected
1962263473,worry,@theyjusthowl,no emotion detected
1962264343,surprise,@channilein It didn't start as a long message ... It just got longer when I wrote it,no emotion detected
1962302611,surprise,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...,no emotion detected
1962306908,worry,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,no emotion detected
1962308105,love,@LolliroyAngel yep im very jelous too  id love to be in miley position haha x,no emotion detected
1962310128,hate,Ready to kill myself  i hate history,no emotion detected
1962318850,worry,YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,no emotion detected
1962325121,empty,When God created man i also believed he created a million people to get on ya tits for a laff,no emotion detected
1962331462,surprise,@tursiops718 Ohnoes!   That's icky!,no emotion detected
1962365187,neutral,Glued to the copier machine today.,no emotion detected
1962369897,sadness,i bit my tongue sooo bad...it's swollen.,no emotion detected
1962383482,sadness,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow,no emotion detected
1962385947,worry,"@itsaimee sorry, that's probably my fault.",no emotion detected
1962391823,neutral,@Nigganelle yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that,no emotion detected
1962404738,sadness,its impossible to watch in full ANY flash video with my mac after 5.7,no emotion detected
1962411704,worry,Bloody sunburned,no emotion detected
1962414241,sadness,@RetroRewind dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::,no emotion detected
1962417316,sadness,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",no emotion detected
1962428802,worry,@PinkBerryGirl Aniya666 yours wasn't there,no emotion detected
1962450075,neutral,@philcanty,no emotion detected
1962452866,worry,"@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it",no emotion detected
1962458576,empty,@emuhleepee Why?,no emotion detected
1962464446,empty,@kimberMuffin,no emotion detected
1962474029,sadness,so fuckin tired. didn't get home till 5:30. work at bjs at 12:15,no emotion detected
1962477778,worry,@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now.,no emotion detected
1962482790,sadness,stood on my curlers and burnt myself  then burnt my hand when i picked them up..,no emotion detected
1962484814,sadness,@jovialhoney Can you guys adopt me? Yall are always doing fun stuff. Y'all take trips to Miami... we go to Arkansas,no emotion detected
1962513788,sadness,i'm hungry but can't eat anything right now because my tongue hurts so bad.,no emotion detected
1962517074,neutral,doesnt know how to pimp out here Twitter page.,no emotion detected
1962527743,worry,ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet,no emotion detected
1962529167,neutral,@blackheartbunny - nope,no emotion detected
1962529565,worry,"Over-thought tying my shoe, couldn't figure it out for a while",no emotion detected
1962530757,worry,Hangin with the fam! My head is hurtin,no emotion detected
1962530796,sadness,@HMXCasey I sorry,no emotion detected
1962566820,worry,@Timkealey  was wong?,no emotion detected
1962567491,happiness,"@TheAllianceGuy thankies! btw, what part of scotland do you live in? I never got to visit the UK at all when I lived in Europe",no emotion detected
1962570303,hate,@DeJonGrant I accidentaly slammed my finger in the trunk,no emotion detected
1962603724,enthusiasm,"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they've got scott bedbury and more.. poor me",no emotion detected
1962604819,neutral,@danielfelice look like i can only quick post from the dashboard that is all,no emotion detected
1962653607,sadness,Tried to do an Audioboo recording but it' distorted due to the high volume  #OBS,no emotion detected
1962655970,sadness,@shaaqT @primaveron to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp,no emotion detected
1962661182,worry,I'm way to hungry to even think. I can't go to work on an empty stomach like this,no emotion detected
1962685527,neutral,"@AaronWarner I know, but I'm on Rogers and I'm pretty sure they don't have the same agreement with Twitter.",no emotion detected
1962689484,neutral,twitter wont work on my mob....,no emotion detected
1962693920,worry,@lorib709 sorry you aren't feeling well!,no emotion detected
1962700122,neutral,@EuanGriffin Why?,no emotion detected
1962703920,empty,@gcrecords yes,no emotion detected
1962703924,worry,would like to go back to bed. horrible headache pounding behind my eyes and all over my skull,no emotion detected
1962704366,neutral,@carbyville - Ya but they have to speak to you first to reply to them..,no emotion detected
1962705332,happiness,I know I shouldn't be saying this but fuck it..I'm horny as hell,no emotion detected
1962708562,worry,feel. sick. too. much. cheese. on. toast.,no emotion detected
1962715577,worry,Oh my god. I literally drove in rain that was so hard that i couldn't see in front of me. I'm shaking,no emotion detected
1962717057,hate,"@CourtJsallis  lolll, i cba to get the sun stuff and i forgot that the back of my leg wouldnt gwt tanned lol. it hurts sooo bad right now",no emotion detected
1962719705,sadness,Checking out zensify on my iphone. works fine but no landscape typing,no emotion detected
1962724272,worry,Where's my bus? I want to go home!,no emotion detected
1962724835,sadness,"@MAMAHINAi was on the list, i paid 5 to get in, but if your under 21,you cant go in and out, but it was gettin so hot, so we went outside",no emotion detected
1962732181,sadness,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?,no emotion detected
1962738022,empty,Anyone having twitter issues? It's eating my tweets.,no emotion detected
1962744193,neutral,@nmarshall23,no emotion detected
1962749327,neutral,@sianhughes_ i kinda hope she died in the fire cause i didnt like her but there was no sign of a body,no emotion detected
1962774893,neutral,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I'd removed space which messed up URL.  ^ES,no emotion detected
1962781061,neutral,@KourtneyKardash lucky bitch! haha we have COLDDD rain up here in MA  i would give anything for hot rain right now!,no emotion detected
1962781862,worry,Migraining today--the naproxen sodium tablets I took are helping a little but my neck is now killing me.  Need my muscle relaxants,no emotion detected
1962782594,surprise,"@irishgirl Right; however, you neglect to mention that younger women are &quot;gold diggers&quot; or &quot;trophies.&quot; Isn't patriarchy grand?",no emotion detected
1962783674,neutral,@FTSKirstin its taking forever to upload,no emotion detected
1962803421,hate,"damn fight night 4 demo won't load, keeps crashing at the first screen. time to delete and re download i think",no emotion detected
1962809674,neutral,@bobbyshirley Anything is accepted except Christianity. Google the discussion thread &quot;sexuality and religion&quot; and SLED for Second Life.,no emotion detected
1962813775,worry,@countrygirls86 dude i tried!! it wouldn't load!,no emotion detected
1962839676,relief,"Getting my butt kicked by this project  I have the idea, but can't get it perfect.",no emotion detected
1962841232,hate,Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts. &lt;3,no emotion detected
1962845532,love,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",no emotion detected
1962846364,worry,@Xaan I'm having trouble viewing it as well on you tube for some reason,no emotion detected
1962846451,neutral,continuo tentando trocar o background do twitter...over capacity!,no emotion detected
1962848828,sadness,@MajorSpoilers majorspoilers.com has problems - cannot get the site working,no emotion detected
1962853345,worry,@cameo1172 i have 2 friends going  so jealous,no emotion detected
1962856689,hate,Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr,no emotion detected
1962861170,empty,"Party, aber Subway alle   http://yfrog.com/0ayzyj",no emotion detected
1962874165,neutral,@klee123 It wasn't loading.,no emotion detected
1962876861,neutral,"@mileycyrus Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! &lt;3",no emotion detected
1962884839,neutral,@sugarsharrk Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,no emotion detected
1962893382,sadness,"@PvtMarcus I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",no emotion detected
1962928898,worry,Dude my butt itches  but i cant scratch it cause ppl r here,no emotion detected
1962929190,worry,About to get shot! Ow!,no emotion detected
1962936350,neutral,Sneezing hurts my back.,no emotion detected
1962940726,worry,"fever's down. headache far worse, bad enough that light or sound make me want 2 cry.  new: wretched neck pain. im calling out to job#2",no emotion detected
1962949808,worry,I need a new phone already  or i needa go to the store and see if they'll fix mine o.O,no emotion detected
1962951394,sadness,Mexico City traffic  Beating the rush hour to make it to the Aeropuerto,no emotion detected
1962951954,neutral,@Mandaril blocked on this end  I'll have to try and remember it for later,no emotion detected
1962951959,worry,Installing a new hard drive! Gotta redo everything though,no emotion detected
1962952689,neutral,"@properhardcore Sorry, not getting the reference/meme",no emotion detected
1962959446,worry,"twit twit twitter! trying to &quot;legally&quot; watch a movie online, its not happening",no emotion detected
1962961308,sadness,I know I shouldn't be saying this but fuck it..I'm horny as hell  http://twurl.nl/8q6cjc,no emotion detected
1962974707,neutral,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,",no emotion detected
1962978736,worry,@btpl iTunes won't let you move songs from the touch onto the computer.,no emotion detected
1962979927,worry,Hey where my left nipple? She never respond bacc..,no emotion detected
1962980089,worry,@doverbey why aren't you showing up as a #spymaster in my screen?,no emotion detected
1962982261,worry,can't find any good version of 100 Monkeys song    ++ still doesn't get how to send message things on twitter.,no emotion detected
1962994871,anger,@egheitasean Which denomination? I'm at the library and everything's blocked.,no emotion detected
1962995299,worry,@jaclynracpan ouch acid reflux hurt too...,no emotion detected
1962995678,neutral,@featherblossoms I can't stream videos on my phone,no emotion detected
1962996830,anger,bout to go to work with a wicked sunburn on the chest.,no emotion detected
1963001957,neutral,This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,no emotion detected
1963005572,sadness,pics arent working for me here on twitter,no emotion detected
1963019913,sadness,@supergirlnancy sorry  All the codes I have are posted on our site,no emotion detected
1963024684,worry,"@SassyLassie3 My #followillfriday sucks because while I was teaching people how to be nice, you fuckers were drooling over Notion",no emotion detected
1963038579,neutral,"Oops - correction, it's @nowheremonastry.  Can't seem to spell worth a darn today...",no emotion detected
1963039778,sadness,@oleg_s Can't test it...my demo license expired yesterday,no emotion detected
1963042327,surprise,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!",no emotion detected
1963044742,worry,Twitter is slowing me down today.,no emotion detected
1963046108,neutral,@DuchessAmy,no emotion detected
1963049677,hate,I need to lay down. Cramps suck asshole.,no emotion detected
1963056237,sadness,@ the drs. in beverly hills...doctor's scare crap out of me,no emotion detected
1963064849,worry,@bethanyNYC SO jealous...see if you can get some Dallas concert tix out of her...it's all sold out!!,no emotion detected
1963071449,sadness,has a headaaaaaaaaaaaache,no emotion detected
1963083363,worry,Thunder &amp; lightning scarededededed me!,no emotion detected
1963089043,worry,PRD take a long time to review!,no emotion detected
1963095345,worry,Don't really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. &lt;3 CJ,no emotion detected
1963105681,worry,"Damn, I Burned My legs  !x",no emotion detected
1963107671,surprise,OMG - the M&amp;Ms in my pantry are calling my name. I've been ignoring them all day. It is driving me completely insane. Too many calories,no emotion detected
1963114515,neutral,@Ifightboys,no emotion detected
1963114800,worry,@SophieeeeLouise How do you vote? I'm on the website but can't find how to vote.,no emotion detected
1963127286,worry,@cathrynbray sorry,no emotion detected
1963127454,sadness,Is stuck in some long ass traffic on the motorway...I'm not gonna get home until after 10pm  I'm so tired...,no emotion detected
1963127585,neutral,@yeshenia,no emotion detected
1963146887,sadness,"Assfuck, &quot;I'm sorry&quot; roll. Okay I gave in.  I'm such a sucker.  http://twitpic.com/677xt",no emotion detected
1963146987,sadness,#thingsmummysaid  You are the result of a broken condom.,no emotion detected
1963153836,sadness,i'm at work starving,no emotion detected
1963156971,worry,"is hungry, twitter.  i want food. &lt;/3",no emotion detected
1963169126,sadness,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:,no emotion detected
1963173652,worry,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project =",no emotion detected
1963173934,boredom,sitting next to bed. cannot lay down because iPhone charging cable is too short.,no emotion detected
1963175434,neutral,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,no emotion detected
1963175813,fun,Everyone's talking about the goodies at #BEA09.  I wanna be there.,no emotion detected
1963177923,worry,How I wish I wish I did not eat that....burger.,no emotion detected
1963179685,worry,Tried Nokia's Ovi music store: &quot;Nokia Music does not currently support the Mozilla Firefox (Mac OS X) browser on your operating system&quot;,no emotion detected
1963189633,worry,Is in serious pain.,no emotion detected
1963200788,sadness,All done cleaning! Taking a break...OMG my back hurts,no emotion detected
1963202995,neutral,walking in 3 inch heels that ended up being a half size to big on a leg that's still has pulled muscles.not a good look.my ass hurts 2day,no emotion detected
1963219948,worry,I got a headache,no emotion detected
1963224445,worry,Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed,no emotion detected
1963231447,surprise,once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,no emotion detected
1963266640,surprise,"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad",no emotion detected
1963266779,worry,Practically my whole body burns... I can't bend over or make any sudden movements with my arms,no emotion detected
1963267415,neutral,@piratesswoop I don't have the link anymore.,no emotion detected
1963269131,worry,@FrugalGaming i can see the box but when i type and submit nothing happens. ive turned off pop up thingy too,no emotion detected
1963271780,happiness,my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page,no emotion detected
1963277597,surprise,"just got back from the ER... i cut myself while trying to cook a nice lunch  3 stiches on my right index finger, talk about ouchie",no emotion detected
1963283709,neutral,"@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",no emotion detected
1963296125,worry,Ahh its so gloomy out  I'm pretty sure I just heard thunder eeeeeeek.,no emotion detected
1963296388,neutral,@therealsavannah  why?,no emotion detected
1963305806,worry,@Steve_Sanderson What's with Twatter lately?  Either I can't get on or the replies don't turn up!,no emotion detected
1963321119,neutral,@Marieblue17 Yep.,no emotion detected
1963332309,worry,made my dad kool aid and it taste like shit,no emotion detected
1963345407,worry,My knee is killing me,no emotion detected
1963350222,sadness,"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!",no emotion detected
1963350616,hate,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...,no emotion detected
1963367302,worry,Im a bad blogger!! I have not blogged in weeks~ oops!,no emotion detected
1963371374,sadness,What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.,no emotion detected
1963389397,worry,"@Handroll That didn't work, unfortunately.",no emotion detected
1963406978,worry,@CocaBeenSlinky sorry  LOL,no emotion detected
1963407809,worry,"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",no emotion detected
1963407992,neutral,@SQLSarg sorry about that,no emotion detected
1963411838,neutral,Headache,no emotion detected
1963421525,worry,@iViva I have trouble updating!!!,no emotion detected
1963422497,neutral,@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,no emotion detected
1963459933,sadness,@nkeathley tried to join the chat but the site would not let me sign in,no emotion detected
1963463639,neutral,@mj12982  &quot;Bandwidth Limit Exceeded&quot; on your website,no emotion detected
1963465273,neutral,Taking care of yucky stuff.,no emotion detected
1963465928,sadness,I burnt my arm.  (just thought you should know),no emotion detected
1963482799,surprise,Cut my thumb with the saw in small metals   again...,no emotion detected
1963485959,neutral,@7mad He's my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,no emotion detected
1963496679,empty,Took a short nap now Im ready for work. My sun burn hurts,no emotion detected
1963498926,empty,sooo bored now dat candace had 2 go get ready ugh but i got ma snowball but im still sadface  p.s.luvs pete wentz hez so fukin hott!!,no emotion detected
1963499168,worry,@mandyyjirouxx don't forget to follow emma from london = @teamcyrus like you said you would! I wish you aswered my calls  it cost me ï¿½14,no emotion detected
1963501362,worry,@miabatsoy awww...i hope you'd be well na sis....it's so disgusting to be sick  better take the rest that you need...charge up...mwah!,no emotion detected
1963504711,neutral,@TeamDeLo that one has been done already,no emotion detected
1963508602,neutral,Just ate way to many chocolate animal crackers,no emotion detected
1963521075,neutral,@clarityxx,no emotion detected
1963543287,worry,Damn... Why does it take so long to install SBS2008?!,no emotion detected
1963544700,neutral,Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list,no emotion detected
1963564610,empty,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,no emotion detected
1963579046,worry,"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!",no emotion detected
1963584101,surprise,lost my tooth 2day whilst i was eating gum...oww,no emotion detected
1963586510,empty,@YoungQ  ahhhh it won't let me watch the video on my phone,no emotion detected
1963588805,worry,shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot;,no emotion detected
1963594646,neutral,babysitting kids who won't let me play wii with them,no emotion detected
1963600261,worry,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you,no emotion detected
1963602530,neutral,My belly is speaking to me! I need food!,no emotion detected
1963608827,surprise,arghh ! i feel like a lobster ! sunburn hurts,no emotion detected
1963646354,worry,Ouch just burned myself making soup for nico...,no emotion detected
1963648054,worry,@brenna_boo jealous  can you add 'and I really wish nicole was here..but we all know what she's really doing' to that tweet?,no emotion detected
1963649366,neutral,@skagod69 one of the usual 2.,no emotion detected
1963652352,worry,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,no emotion detected
1963700837,worry,Cramps . . .,no emotion detected
1963701368,worry,@mitchelmusso  i can't call you im from Mexico and i don't know the code,no emotion detected
1963710078,neutral,Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.,no emotion detected
1963712123,neutral,@breedimetria I feel you I have a third eye right now and right before I go see foreign boys,no emotion detected
1963728281,worry,@xxAnnaSxx oh I'm sorry for that. how old was your grandpa?,no emotion detected
1963734043,neutral,@erockett89 i wish i was home in bed naked,no emotion detected
1963747853,empty,@Flesheater,no emotion detected
1963752984,empty,@dapass  http://twurl.nl/goljwp is what i get when i try to add a new post,no emotion detected
1963786833,hate,@djbelle LMAO!I was JUST thinking how I fucking hate @ least 3 people that I'm following...but I haven't unfollowed em' yet. I'm a loon.,no emotion detected
1963792125,hate,"had a great time last night, but my eye is burning !!! it hurts bad",no emotion detected
1963793230,worry,I think i pinched something in my neck.,no emotion detected
1963808743,neutral,i ate too much ice cream and curly fries,no emotion detected
1963809419,neutral,"@boredzo I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½",no emotion detected
1963815473,worry,I don't feel good.  .My throat hurts!!!!,no emotion detected
1963820021,fun,@TheRealKream yup,no emotion detected
1963859732,worry,Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,no emotion detected
1963871531,worry,"The Rain Makes Me Sad. Its Like I Want To Kill myself,&lt;-",no emotion detected
1963900399,worry,I dont like the dentist...they make my gums hurt,no emotion detected
1963903967,worry,STOMACH ACHE!!! Ahhhhhh,no emotion detected
1963909931,neutral,writing the first &quot;ShowStoppers&quot; entry Just lost an hours work due to server issues,no emotion detected
1963941413,worry,My twitter isn't updating.  How am I to know what everyone famous is doing!?!?!?,no emotion detected
1963942836,hate,"@jessicagirrl i know fuck my dick  i really wanted to go, but i have to go to some fucking puertorican wedding, damn spanish :/",no emotion detected
1963946477,worry,Does anyone know how to scale a pic down I'm trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,no emotion detected
1963949689,sadness,"My tooth is bloody killing, not sure I can wait until next week to get it fixed",no emotion detected
1963952625,worry,@andybarr I was going to but I'm stuck with it as I seem to have misplaced my remote  It's extra bad tonight as well :|,no emotion detected
1963966521,worry,@Jayo240 I don't know how to use this,no emotion detected
1963973725,sadness,"trying to straighten my hair, but it's too effing hot in here. also, i need food",no emotion detected
1963994127,surprise,"@KulpreetSingh Good god, no. You can fit very few swear words into 140 characters",no emotion detected
1964004861,hate,@mitchelmusso so cool! if only i could call! my phone won't let me calll the number!,no emotion detected
1964015671,worry,"Why are tea pitcher things so hard to find?  I haven't seen any here, and I've only found this http://tiny.cc/vynk5 online.  Ugly.",no emotion detected
1964030405,neutral,Traffic is down to a crawl on I-94 right now.,no emotion detected
1964036660,hate,"gawww, why is facebook being so slow?",no emotion detected
1964039052,worry,Answering detailed questions via Twitter can be very difficult. It's a challange to get everything in to less than 140 charactres,no emotion detected
1964039315,sadness,"@millionfagmarch ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march",no emotion detected
1964039653,worry,@MATTHARDYBRAND What is everyone saying about the supposed nude pics of Matt Striker? Hope he doesn''t get in trouble,no emotion detected
1964041510,hate,I made this huge revelation as I was doing the dishes( that everyone left for me) and now I totally forgot it. I hate when that happens.,no emotion detected
1964041880,fun,on youtube watching taylor on the today show wish i was there !,no emotion detected
1964051732,worry,Headache,no emotion detected
1964053218,worry,@chelseytx I don't have the app that does it,no emotion detected
1964082852,neutral,Look at how far away I've gone... locked away in a room trying to work in silence and yet... constant &quot;urgent&quot; emails and IM's persist,no emotion detected
1964087242,worry,@ChewwyUwe http://twitpic.com/66st1 - please let me freee... I can't watch you masturbate for much loongerrr!,no emotion detected
1964089603,worry,@mayankdhingra yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,no emotion detected
1964123511,worry,Ouuchh! I hurt my index finger!! ahhhh,no emotion detected
1964131442,worry,Just finished curling her hair!!!! And now has to finish getting ready but doesn't have a ribbon to put in her hair,no emotion detected
1964140687,surprise,"Fuck, I cut my finger!",no emotion detected
1964145835,worry,"@TimothyTheron hmm sorry, I went mia there",no emotion detected
1964150744,worry,Now standing because my tailbone is killing me,no emotion detected
1964155762,anger,My throat is on fire,no emotion detected
1964159753,worry,@HaleyFaye  Why?,no emotion detected
1964211150,worry,i got stung. by a bee.,no emotion detected
1964211217,fun,@djknucklehead  no water park today? made me jealous looking at that pic,no emotion detected
1964212128,neutral,@mcraddictal,no emotion detected
1964215443,neutral,@EllabellCullen3 I can't. I'm on my iPod and it doesn't have IM,no emotion detected
1964225858,neutral,"aidan, please",no emotion detected
1964228010,sadness,"Hernia is hurting way more than usual tonight, no way I'm able to go out!",no emotion detected
1964244885,empty,More sunburn,no emotion detected
1964247206,hate,"Ugh, okay I'm going to go shower now  and then shopping with mommy, let's hope I don't pass the fuck out.",no emotion detected
1964247362,worry,@Mwissa Really? Can you send it to me too? I don't get the internal emails.,no emotion detected
1964250173,sadness,@oyfreakinvey u witch! im upstate in a fucking hick dry county. so no alcohol or ethnic food.  im crying.,no emotion detected
1964287070,surprise,"First fail, cant tweet from phone. Oh how I love my work phone",no emotion detected
1964288918,worry,my eyes hurts..,no emotion detected
1964292192,neutral,@amberlily,no emotion detected
1964292937,sadness,@laurenbernal MAKE ME ONE! I'm still craving shrimp,no emotion detected
1964293828,worry,"being re-admitted, at this stage for a three-night minimum with a hopeful tuesday discharge",no emotion detected
1964294302,sadness,Craving munchkins so bad.,no emotion detected
1964299113,worry,Stubbed my little toe this morning on my file cabinet ... and it's turning black,no emotion detected
1964301471,neutral,please?,no emotion detected
1964302112,worry,I am trying to upload my background from twitbacks. its not working,no emotion detected
1964376656,worry,"@prd3000 Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can't #tweetb4Ueat",no emotion detected
1964379662,worry,@AndreaaaB ooops! the last link is the same as the first! sry my mistake,no emotion detected
